ID,PRC2017,PRC2016,REMARK
2395,25991225,25991225,
2396,25991237,25991237,
2397,25991245,25991245,
2398,25991253,25991253,
2399,25991255,25991255,
2400,25991257,25991257,
2401,25991270,25991270,
2402,25991280,25991280,
2403,25992120,25992120,
2404,25992170,25992170,
2405,25992200,25992200,
2406,25992330,25992330,
2407,25992350,25992350,
2408,25992370,25992370,
2409,25992400,25992400,
2410,25992530,25992530,
2411,25992550,25992550,
2412,25992570,25992570,
2413,25992600,25992600,
2414,25992910,25992910,
2415,25992911,25992911,
2416,25992913,25992913,
2417,25992919,25992919,
2418,25992922,25992922,
2419,25992925,25992925,
2420,25992928,25992928,
2421,25992929,25992929,
2422,25992931,25992931,
2423,25992933,25992933,
2424,25992935,25992935,
2425,25992937,25992937,
2426,25992945,25992945,
2427,25992955,25992955,
2428,25992958,25992958,
2429,25992960,25992960,
2430,25992972,25992972,
2431,25992974,25992974,
2432,25992979,25992979,
2433,25992982,25992982,
2434,25992983,25992983,
2435,25992985,25992985,
2436,25992987,25992987,
2437,25992995,25992995,
2438,26111100,26111100,
2439,26111200,26111200,
2440,26112120,26112120,
2441,26112150,26112150,
2442,26112180,26112180,
2443,26112220,26112220,
2444,26112240,26112240,
2445,26112260,26112260,
2446,26112280,26112280,
2447,26113003,26113003,
2448,26113006,26113006,
2449,26113023,26113023,
2450,26113027,26113027,
2451,26113034,26113034,
2452,26113054,26113054,
2453,26113065,26113065,
2454,26113067,26113067,
2455,26113080,26113080,
2456,26113091,26113091,
2457,26113094,26113094,
2458,26114010,26114010,
2459,26114040,26114040,
2460,26114070,26114070,
2461,26114090,26114090,
2462,26115020,26115020,
2463,26115050,26115050,
2464,26121080,26121080,
2465,26122000,26122000,
2466,26123000,26123000,
2467,26201100,26201100,
2468,26201200,26201200,
2469,26201300,26201300,
2470,26201400,26201400,
2471,26201500,26201500,
2472,26201640,26201640,
2473,26201650,26201650,
2474,26201660,26201660,
2475,26201700,26201700,
2476,26201800,26201800,
2477,26202100,26202100,
2478,26202200,26202200,
2479,26203000,26203000,
2480,26204000,26204000,
2481,26301100,26301100,
2482,26301200,26301200,
2483,26301300,26301300,
2484,26302100,26302100,
2485,26302200,26302200,
2486,26302310,26302310,
2487,26302320,26302320,
2488,26302330,26302330,
2489,26302340,26302340,
2490,26302370,26302370,
2491,26303000,26303000,
2492,26304010,26304010,
2493,26304035,26304035,
2494,26304039,26304039,
2495,26304040,26304040,
2496,26304050,26304050,
2497,26304060,26304060,
2498,26304070,26304070,
2499,26305020,26305020,
2500,26305080,26305080,
2501,26401100,26401100,
2502,26401270,26401270,
2503,26401290,26401290,
2504,26402020,26402020,
2505,26402040,26402040,
2506,26402090,26402090,
2507,26403100,26403100,
2508,26403200,26403200,
2509,26403300,26403300,
2510,26404100,26404100,
2511,26404235,26404235,
2512,26404237,26404237,
2513,26404239,26404239,
2514,26404270,26404270,
2515,26404355,26404355,
2516,26404359,26404359,
2517,26404370,26404370,
2518,26404400,26404400,
2519,26405150,26405150,
2520,26405170,26405170,
2521,26405180,26405180,
2522,26405200,26405200,
2523,26406050,26406050,
2524,26511120,26511120,
2525,26511150,26511150,
2526,26511180,26511180,
2527,26512020,26512020,
2528,26512050,26512050,
2529,26512080,26512080,
2530,26513100,26513100,
2531,26513200,26513200,
2532,26513300,26513300,
2533,26514100,26514100,
2534,26514200,26514200,
2535,26514400,26514400,
2536,26515110,26515110,
2537,26515135,26515135,
2538,26515139,26515139,
2539,26515150,26515150,
2540,26515175,26515175,
2541,26515179,26515179,
2542,26515235,26515235,
2543,26515239,26515239,
2544,26515255,26515255,
2545,26515259,26515259,
2546,26515271,26515271,
2547,26515274,26515274,
2548,26515279,26515279,
2549,26515283,26515283,
2550,26515289,26515289,
2551,26515313,26515313,
2552,26515319,26515319,
2553,26515320,26515320,
2554,26515330,26515330,
2555,26515381,26515381,
2556,26515383,26515383,
2557,26515395,26515395,
2558,26516100,26516100,
2559,26516330,26516330,
2560,26516350,26516350,
2561,26516370,26516370,
2562,26516430,26516430,
2563,26516453,26516453,
2564,26516455,26516455,
2565,26516500,26516500,
2566,26516620,26516620,
2567,26517015,26517015,
2568,26517019,26517019,
2569,26517030,26517030,
2570,26517090,26517090,
2571,26518100,26518100,
2572,26518200,26518200,
2573,26518300,26518300,
2574,26518433,26518433,
2575,26518435,26518435,
2576,26518450,26518450,
2577,26518530,26518530,
2578,26518550,26518550,
2579,26518600,26518600,
2580,26521100,26521100,
2581,26521200,26521200,
2582,26521300,26521300,
2583,26521400,26521400,
2584,26522110,26522110,
2585,26522210,26522210,
2586,26522310,26522310,
2587,26522410,26522410,
2588,26522440,26522440,
2589,26522470,26522470,
2590,26601115,26601115,
2591,26601119,26601119,
2592,26601130,26601130,
2593,26601150,26601150,
2594,26601170,26601170,
2595,26601230,26601230,
2596,26601280,26601280,
2597,26601300,26601300,
2598,26601433,26601433,
2599,26601439,26601439,
2600,26601450,26601450,
2601,26701100,26701100,
2602,26701250,26701250,
2603,26701300,26701300,
2604,26701400,26701400,
2605,26701500,26701500,
2606,26701650,26701650,
2607,26701910,26701910,
2608,26701990,26701990,
2609,26702153,26702153,
2610,26702155,26702155,
2611,26702170,26702170,
2612,26702180,26702180,
2613,26702230,26702230,
2614,26702250,26702250,
2615,26702270,26702270,
2616,26702310,26702310,
2617,26702330,26702330,
2618,26702390,26702390,
2619,26702420,26702420,
2620,26702450,26702450,
2621,26702490,26702490,
2622,26702510,26702510,
2623,26702530,26702530,
2624,26702610,26702610,
2625,26702630,26702630,
2626,26801100,26801100,
2627,26801200,26801200,
2628,26801300,26801300,
2629,26801400,26801400,
2630,269900Z0,269900Z0,
2631,269900Z2,269900Z2,
2632,27111010,27111010,
2633,27111030,27111030,
2634,27111050,27111050,
2635,27111070,27111070,
2636,27111090,27111090,
2637,27112100,27112100,
2638,27112230,27112230,
2639,27112250,27112250,
2640,27112300,27112300,
2641,27112403,27112403,
2642,27112405,27112405,
2643,27112407,27112407,
2644,27112530,27112530,
2645,27112540,27112540,
2646,27112560,27112560,
2647,27112590,27112590,
2648,27112610,27112610,
2649,27112630,27112630,
2650,27112650,27112650,
2651,27112670,27112670,
2652,27113110,27113110,
2653,27113130,27113130,
2654,27113150,27113150,
2655,27113170,27113170,
2656,27113233,27113233,
2657,27113235,27113235,
2658,27113250,27113250,
2659,27113270,27113270,
2660,27114120,27114120,
2661,27114150,27114150,
2662,27114180,27114180,
2663,27114220,27114220,
2664,27114240,27114240,
2665,27114260,27114260,
2666,27114330,27114330,
2667,27114380,27114380,
2668,27115013,27115013,
2669,27115015,27115015,
2670,27115080,27115080,
2671,27116110,27116110,
2672,27116203,27116203,
2673,27116205,27116205,
2674,27116208,27116208,
2675,27121010,27121010,
2676,27121020,27121020,
2677,27121030,27121030,
2678,27121041,27121041,
2679,27121090,27121090,
2680,27122130,27122130,
2681,27122150,27122150,
2682,27122170,27122170,
2683,27122230,27122230,
2684,27122250,27122250,
2685,27122330,27122330,
2686,27122350,27122350,
2687,27122370,27122370,
2688,27122433,27122433,
2689,27122435,27122435,
2690,27122450,27122450,
2691,27123130,27123130,
2692,27123150,27123150,
2693,27123170,27123170,
2694,27123203,27123203,
2695,27123205,27123205,
2696,27124030,27124030,
2697,27124090,27124090,
2698,27201100,27201100,
2699,27201200,27201200,
2700,27202100,27202100,
2701,27202200,27202200,
2702,27202300,27202300,
2703,27202400,27202400,
2704,27311100,27311100,
2705,27311200,27311200,
2706,27321100,27321100,
2707,27321200,27321200,
2708,27321380,27321380,
2709,27321400,27321400,
2710,27331100,27331100,
2711,27331200,27331200,
2712,27331310,27331310,
2713,27331330,27331330,
2714,27331350,27331350,
2715,27331360,27331360,
2716,27331370,27331370,
2717,27331380,27331380,
2718,27331410,27331410,
2719,27331430,27331430,
2720,27401100,27401100,
2721,27401250,27401250,
2722,27401293,27401293,
2723,27401295,27401295,
2724,27401300,27401300,
2725,27401460,27401460,
2726,27401490,27401490,
2727,27401510,27401510,
2728,27401530,27401530,
2729,27401550,27401550,
2730,27401570,27401570,
2731,27402100,27402100,
2732,27402200,27402200,
2733,27402300,27402300,
2734,27402400,27402400,
2735,27402500,27402500,
2736,27403010,27403010,
2737,27403030,27403030,
2738,27403090,27403090,
2739,27404100,27404100,
2740,27404230,27404230,
2741,27404250,27404250,
2742,27511110,27511110,
2743,27511133,27511133,
2744,27511135,27511135,
2745,27511150,27511150,
2746,27511170,27511170,
2747,27511200,27511200,
2748,27511300,27511300,
2749,27511400,27511400,
2750,27511530,27511530,
2751,27511580,27511580,
2752,27512123,27512123,
2753,27512125,27512125,
2754,27512170,27512170,
2755,27512190,27512190,
2756,27512200,27512200,
2757,27512310,27512310,
2758,27512330,27512330,
2759,27512350,27512350,
2760,27512370,27512370,
2761,27512410,27512410,
2762,27512430,27512430,
2763,27512450,27512450,
2764,27512490,27512490,
2765,27512530,27512530,
2766,27512560,27512560,
2767,27512630,27512630,
2768,27512650,27512650,
2769,27512690,27512690,
2770,27512700,27512700,
2771,27512810,27512810,
2772,27512830,27512830,
2773,27512850,27512850,
2774,27512870,27512870,
2775,27512890,27512890,
2776,27512900,27512900,
2777,27513010,27513010,
2778,27513030,27513030,
2779,27513050,27513050,
2780,27513070,27513070,
2781,27521113,27521113,
2782,27521115,27521115,
2783,27521190,27521190,
2784,27521234,27521234,
2785,27521250,27521250,
2786,27521270,27521270,
2787,27521300,27521300,
2788,27521400,27521400,
2789,27522000,27522000,
2790,27901150,27901150,
2791,27901230,27901230,
2792,27901280,27901280,
2793,27901330,27901330,
2794,27901350,27901350,
2795,27901370,27901370,
2796,27901390,27901390,
2797,27902020,27902020,
2798,27902050,27902050,
2799,27902080,27902080,
2800,27903109,27903109,
2801,27903118,27903118,
2802,27903145,27903145,
2803,27903154,27903154,
2804,27903163,27903163,
2805,27903172,27903172,
2806,27903181,27903181,
2807,27903191,27903191,
2808,27903200,27903200,
2809,27903330,27903330,
2810,27903350,27903350,
2811,27903370,27903370,
2812,27903390,27903390,
2813,27904130,27904130,
2814,27904133,27904133,
2815,27904140,27904140,
2816,27904153,27904153,
2817,27904155,27904155,
2818,27904170,27904170,
2819,27904190,27904190,
2820,27904200,27904200,
2821,27904300,27904300,
2822,27904400,27904400,
2823,27904510,27904510,
2824,27904530,27904530,
2825,27904550,27904550,
2826,27904560,27904560,
2827,27904570,27904570,
2828,27905100,27905100,
2829,27905220,27905220,
2830,27905240,27905240,
2831,27905300,27905300,
2832,27906035,27906035,
2833,27906037,27906037,
2834,27906055,27906055,
2835,27906057,27906057,
2836,27906080,27906080,
2837,27907010,27907010,
2838,27907030,27907030,
2839,27908100,27908100,
2840,27908200,27908200,
2841,279900Z0,279900Z0,
2842,279900Z1,279900Z1,
2843,28111100,28111100,
2844,28111200,28111200,
2845,28111311,28111311,
2846,28111315,28111315,
2847,28111319,28111319,
2848,28111320,28111320,
2849,28111331,28111331,
2850,28111333,28111333,
2851,28111335,28111335,
2852,28111337,28111337,
2853,28111353,28111353,
2854,28111355,28111355,
2855,28111357,28111357,
2856,28111373,28111373,
2857,28111375,28111375,
2858,28112160,28112160,
2859,28112200,28112200,
2860,28112300,28112300,
2861,28112400,28112400,
2862,28113100,28113100,
2863,28113200,28113200,
2864,28113300,28113300,
2865,28114100,28114100,
2866,28114200,28114200,
2867,28121130,28121130,
2868,28121180,28121180,
2869,28121200,28121200,
2870,28121320,28121320,
2871,28121350,28121350,
2872,28121380,28121380,
2873,28121420,28121420,
2874,28121450,28121450,
2875,28121480,28121480,
2876,28121530,28121530,
2877,28121580,28121580,
2878,28121630,28121630,
2879,28121680,28121680,
2880,28122000,28122000,
2881,28131105,28131105,
2882,28131125,28131125,
2883,28131145,28131145,
2884,28131165,28131165,
2885,28131185,28131185,
2886,28131220,28131220,
2887,28131250,28131250,
2888,28131280,28131280,
2889,28131320,28131320,
2890,28131340,28131340,
2891,28131360,28131360,
2892,28131380,28131380,
2893,28131413,28131413,
2894,28131415,28131415,
2895,28131417,28131417,
2896,28131420,28131420,
2897,28131430,28131430,
2898,28131451,28131451,
2899,28131453,28131453,
2900,28131455,28131455,
2901,28131460,28131460,
2902,28131471,28131471,
2903,28131475,28131475,
2904,28131480,28131480,
2905,28132170,28132170,
2906,28132190,28132190,
2907,28132200,28132200,
2908,28132300,28132300,
2909,28132400,28132400,
2910,28132530,28132530,
2911,28132550,28132550,
2912,28132630,28132630,
2913,28132650,28132650,
2914,28132670,28132670,
2915,28132690,28132690,
2916,28132730,28132730,
2917,28132753,28132753,
2918,28132755,28132755,
2919,28132800,28132800,
2920,28133100,28133100,
2921,28133200,28133200,
2922,28141120,28141120,
2923,28141140,28141140,
2924,28141160,28141160,
2925,28141170,28141170,
2926,28141180,28141180,
2927,28141233,28141233,
2928,28141235,28141235,
2929,28141253,28141253,
2930,28141255,28141255,
2931,28141313,28141313,
2932,28141315,28141315,
2933,28141333,28141333,
2934,28141335,28141335,
2935,28141337,28141337,
2936,28141353,28141353,
2937,28141355,28141355,
2938,28141357,28141357,
2939,28141373,28141373,
2940,28141375,28141375,
2941,28141377,28141377,
2942,28141380,28141380,
2943,28142000,28142000,
2944,28151030,28151030,
2945,28151053,28151053,
2946,28151055,28151055,
2947,28151057,28151057,
2948,28151070,28151070,
2949,28151090,28151090,
2950,28152130,28152130,
2951,28152150,28152150,
2952,28152170,28152170,
2953,28152230,28152230,
2954,28152250,28152250,
2955,28152270,28152270,
2956,28152330,28152330,
2957,28152350,28152350,
2958,28152432,28152432,
2959,28152433,28152433,
2960,28152434,28152434,
2961,28152440,28152440,
2962,28152450,28152450,
2963,28152473,28152473,
2964,28152475,28152475,
2965,28152500,28152500,
2966,28152600,28152600,
2967,28153130,28153130,
2968,28153150,28153150,
2969,28153200,28153200,
2970,28153930,28153930,
2971,28153950,28153950,
2972,28211130,28211130,
2973,28211150,28211150,
2974,28211170,28211170,
2975,28211230,28211230,
2976,28211270,28211270,
2977,28211330,28211330,
2978,28211351,28211351,
2979,28211353,28211353,
2980,28211354,28211354,
2981,28211430,28211430,
2982,28211450,28211450,
2983,28211470,28211470,
2984,28221130,28221130,
2985,28221170,28221170,
2986,28221200,28221200,
2987,28221330,28221330,
2988,28221350,28221350,
2989,28221370,28221370,
2990,28221420,28221420,
2991,28221433,28221433,
2992,28221435,28221435,
2993,28221440,28221440,
2994,28221450,28221450,
2995,28221460,28221460,
2996,28221470,28221470,
2997,28221513,28221513,
2998,28221515,28221515,
2999,28221530,28221530,
3000,28221550,28221550,
3001,28221570,28221570,
3002,28221630,28221630,
3003,28221650,28221650,
3004,28221670,28221670,
3005,28221740,28221740,
3006,28221750,28221750,
3007,28221770,28221770,
3008,28221793,28221793,
3009,28221795,28221795,
3010,28221820,28221820,
3011,28221840,28221840,
3012,28221850,28221850,
3013,28221930,28221930,
3014,28221950,28221950,
3015,28221970,28221970,
3016,28222000,28222000,
3017,28231000,28231000,
3018,28232110,28232110,
3019,28232210,28232210,
3020,28241113,28241113,
3021,28241115,28241115,
3022,28241117,28241117,
3023,28241120,28241120,
3024,28241123,28241123,
3025,28241125,28241125,
3026,28241127,28241127,
3027,28241150,28241150,
3028,28241180,28241180,
3029,28241185,28241185,
3030,28241240,28241240,
3031,28241260,28241260,
3032,28241280,28241280,
3033,28242100,28242100,
3034,28242250,28242250,
3035,28251130,28251130,
3036,28251150,28251150,
3037,28251220,28251220,
3038,28251240,28251240,
3039,28251250,28251250,
3040,28251270,28251270,
3041,28251333,28251333,
3042,28251335,28251335,
3043,28251360,28251360,
3044,28251380,28251380,
3045,28251390,28251390,
3046,28251410,28251410,
3047,28251430,28251430,
3048,28251440,28251440,
3049,28252030,28252030,
3050,28252050,28252050,
3051,28252070,28252070,
3052,28253010,28253010,
3053,28253030,28253030,
3054,28253050,28253050,
3055,28253070,28253070,
3056,28253080,28253080,
3057,28291100,28291100,
3058,28291230,28291230,
3059,28291250,28291250,
3060,28291270,28291270,
3061,28291330,28291330,
3062,28291350,28291350,
3063,28292120,28292120,
3064,28292150,28292150,
3065,28292180,28292180,
3066,28292210,28292210,
3067,28292220,28292220,
3068,28292230,28292230,
3069,28292240,28292240,
3070,28292300,28292300,
3071,28293130,28293130,
3072,28293180,28293180,
3073,28293200,28293200,
3074,28293960,28293960,
3075,28293975,28293975,
3076,28293979,28293979,
3077,28294100,28294100,
3078,28294200,28294200,
3079,28294330,28294330,
3080,28294350,28294350,
3081,28295000,28295000,
3082,28296030,28296030,
3083,28296050,28296050,
3084,28296090,28296090,
3085,28297020,28297020,
3086,28297090,28297090,
3087,28298100,28298100,
3088,28298220,28298220,
3089,28298250,28298250,
3090,28298313,28298313,
3091,28298315,28298315,
3092,28298320,28298320,
3093,28298340,28298340,
3094,28298350,28298350,
3095,28298400,28298400,
3096,28298510,28298510,
3097,28298520,28298520,
3098,28298600,28298600,
3099,28301000,28301000,
3100,28303140,28303140,
3101,28303210,28303210,
3102,28303220,28303220,
3103,28303230,28303230,
3104,28303250,28303250,
3105,28303270,28303270,
3106,28303430,28303430,
3107,28303450,28303450,
3108,28303900,28303900,
3109,28304010,28304010,
3110,28304030,28304030,
3111,28304050,28304050,
3112,28304070,28304070,
3113,28305130,28305130,
3114,28305150,28305150,
3115,28305170,28305170,
3116,28305200,28305200,
3117,28305340,28305340,
3118,28305420,28305420,
3119,28305450,28305450,
3120,28305480,28305480,
3121,28305915,28305915,
3122,28305930,28305930,
3123,28305945,28305945,
3124,28305960,28305960,
3125,28305970,28305970,
3126,28306010,28306010,
3127,28306030,28306030,
3128,28306050,28306050,
3129,28306090,28306090,
3130,28307040,28307040,
3131,28308100,28308100,
3132,28308200,28308200,
3133,28308300,28308300,
3134,28308400,28308400,
3135,28308500,28308500,
3136,28308630,28308630,
3137,28308660,28308660,
3138,28309100,28309100,
3139,28309200,28309200,
3140,28309330,28309330,
3141,28309380,28309380,
3142,28309400,28309400,
3143,28411110,28411110,
3144,28411130,28411130,
3145,28411150,28411150,
3146,28411160,28411160,
3147,28411170,28411170,
3148,28411220,28411220,
3149,28411240,28411240,
3150,28411250,28411250,
3151,28411270,28411270,
3152,28412123,28412123,
3153,28412127,28412127,
3154,28412129,28412129,
3155,28412140,28412140,
3156,28412160,28412160,
3157,28412217,28412217,
3158,28412223,28412223,
3159,28412225,28412225,
3160,28412233,28412233,
3161,28412240,28412240,
3162,28412260,28412260,
3163,28412270,28412270,
3164,28412280,28412280,
3165,28412410,28412410,
3166,28412430,28412430,
3167,28412470,28412470,
3168,28412491,28412491,
3169,28413120,28413120,
3170,28413140,28413140,
3171,28413160,28413160,
3172,28413180,28413180,
3173,28413240,28413240,
3174,28413261,28413261,
3175,28413280,28413280,
3176,28413310,28413310,
3177,28413320,28413320,
3178,28413350,28413350,
3179,28413360,28413360,
3180,28413410,28413410,
3181,28413430,28413430,
3182,28413450,28413450,
3183,28413471,28413471,
3184,28414030,28414030,
3185,28414050,28414050,
3186,28491130,28491130,
3187,28491150,28491150,
3188,28491170,28491170,
3189,28491220,28491220,
3190,28491283,28491283,
3191,28491287,28491287,
3192,28491310,28491310,
3193,28491320,28491320,
3194,28491330,28491330,
3195,28491340,28491340,
3196,28491350,28491350,
3197,28491360,28491360,
3198,28492110,28492110,
3199,28492130,28492130,
3200,28492150,28492150,
3201,28492170,28492170,
3202,28492230,28492230,
3203,28492250,28492250,
3204,28492270,28492270,
3205,28492350,28492350,
3206,28492430,28492430,
3207,28492450,28492450,
3208,28911130,28911130,
3209,28911153,28911153,
3210,28911157,28911157,
3211,28911230,28911230,
3212,28911250,28911250,
3213,28911270,28911270,
3214,28921100,28921100,
3215,28921233,28921233,
3216,28921235,28921235,
3217,28921253,28921253,
3218,28921255,28921255,
3219,28922130,28922130,
3220,28922150,28922150,
3221,28922210,28922210,
3222,28922310,28922310,
3223,28922430,28922430,
3224,28922450,28922450,
3225,28922500,28922500,
3226,28922630,28922630,
3227,28922650,28922650,
3228,28922700,28922700,
3229,28922810,28922810,
3230,28923010,28923010,
3231,28923030,28923030,
3232,28923050,28923050,
3233,28923070,28923070,
3234,28923090,28923090,
3235,28924030,28924030,
3236,28924050,28924050,
3237,28924070,28924070,
3238,28925000,28925000,
3239,28926130,28926130,
3240,28926150,28926150,
3241,28926200,28926200,
3242,28931100,28931100,
3243,28931200,28931200,
3244,28931300,28931300,
3245,28931400,28931400,
3246,28931530,28931530,
3247,28931560,28931560,
3248,28931580,28931580,
3249,28931600,28931600,
3250,28931713,28931713,
3251,28931715,28931715,
3252,28931720,28931720,
3253,28931730,28931730,
3254,28931740,28931740,
3255,28931750,28931750,
3256,28931760,28931760,
3257,28931770,28931770,
3258,28931780,28931780,
3259,28931800,28931800,
3260,28932000,28932000,
3261,28933100,28933100,
3262,28933200,28933200,
3263,28933300,28933300,
3264,28933400,28933400,
3265,28941100,28941100,
3266,28941200,28941200,
3267,28941300,28941300,
3268,28941430,28941430,
3269,28941450,28941450,
3270,28941470,28941470,
3271,28941510,28941510,
3272,28941530,28941530,
3273,28942110,28942110,
3274,28942130,28942130,
3275,28942150,28942150,
3276,28942170,28942170,
3277,28942180,28942180,
3278,28942230,28942230,
3279,28942250,28942250,
3280,28942270,28942270,
3281,28942300,28942300,
3282,28942430,28942430,
3283,28942450,28942450,
3284,28943030,28943030,
3285,28943050,28943050,
3286,28943070,28943070,
3287,28944000,28944000,
3288,28945110,28945110,
3289,28945130,28945130,
3290,28945150,28945150,
3291,28945170,28945170,
3292,28945210,28945210,
3293,28945220,28945220,
3294,28945230,28945230,
3295,28945260,28945260,
3296,28945280,28945280,
3297,28951113,28951113,
3298,28951115,28951115,
3299,28951117,28951117,
3300,28951133,28951133,
3301,28951135,28951135,
3302,28951137,28951137,
3303,28951140,28951140,
3304,28951150,28951150,
3305,28951160,28951160,
3306,28951170,28951170,
3307,28951190,28951190,
3308,28951230,28951230,
3309,28951250,28951250,
3310,28951270,28951270,
3311,28961010,28961010,
3312,28961030,28961030,
3313,28961040,28961040,
3314,28961050,28961050,
3315,28961060,28961060,
3316,28961073,28961073,
3317,28961075,28961075,
3318,28961082,28961082,
3319,28961084,28961084,
3320,28961091,28961091,
3321,28961093,28961093,
3322,28961095,28961095,
3323,28961097,28961097,
3324,28962000,28962000,
3325,289900Z0,289900Z0,
3326,289900Z1,289900Z1,
3327,28991110,28991110,
3328,28991130,28991130,
3329,28991150,28991150,
3330,28991170,28991170,
3331,28991190,28991190,
3332,28991200,28991200,
3333,28991330,28991330,
3334,28991390,28991390,
3335,28991410,28991410,
3336,28991430,28991430,
3337,28991450,28991450,
3338,28991490,28991490,
3339,28992020,28992020,
3340,28992040,28992040,
3341,28992060,28992060,
3342,28993130,28993130,
3343,28993150,28993150,
3344,28993200,28993200,
3345,28993905,28993905,
3346,28993910,28993910,
3347,28993915,28993915,
3348,28993920,28993920,
3349,28993925,28993925,
3350,28993930,28993930,
3351,28993935,28993935,
3352,28993940,28993940,
3353,28993945,28993945,
3354,28993950,28993950,
3355,28993953,28993953,
3356,28993956,28993956,
3357,28993965,28993965,
3358,28993970,28993970,
3359,28994000,28994000,
3360,28995100,28995100,
3361,28995230,28995230,
3362,28995280,28995280,
3363,29101100,29101100,
3364,29101200,29101200,
3365,29101300,29101300,
3366,29102100,29102100,
3367,29102230,29102230,
3368,29102250,29102250,
3369,29102310,29102310,
3370,29102330,29102330,
3371,29102340,29102340,
3372,29102353,29102353,
3373,29102355,29102355,
3374,29103000,29103000,
3375,29104110,29104110,
3376,29104130,29104130,
3377,29104140,29104140,
3378,29104200,29104200,
3379,29104300,29104300,
3380,29104400,29104400,
3381,29105100,29105100,
3382,29105200,29105200,
3383,29105930,29105930,
3384,29105950,29105950,
3385,29105990,29105990,
3386,29201030,29201030,
3387,29201050,29201050,
3388,29202100,29202100,
3389,29202292,29202292,
3390,29202298,29202298,
3391,29202300,29202300,
3392,29203030,29203030,
3393,29203050,29203050,
3394,29203070,29203070,
3395,29203090,29203090,
3396,29311000,29311000,
3397,29312130,29312130,
3398,29312150,29312150,
3399,29312170,29312170,
3400,29312230,29312230,
3401,29312250,29312250,
3402,29312270,29312270,
3403,29312310,29312310,
3404,29312330,29312330,
3405,29312350,29312350,
3406,29312370,29312370,
3407,29313030,29313030,
3408,29313080,29313080,
3409,29321000,29321000,
3410,29322030,29322030,
3411,29322050,29322050,
3412,29322090,29322090,
3413,29323010,29323010,
3414,29323020,29323020,
3415,29323033,29323033,
3416,29323036,29323036,
3417,29323040,29323040,
3418,29323050,29323050,
3419,29323061,29323061,
3420,29323063,29323063,
3421,29323065,29323065,
3422,29323067,29323067,
3423,29323090,29323090,
3424,30112130,30112130,
3425,30112150,30112150,
3426,30112210,30112210,
3427,30112230,30112230,
3428,30112250,30112250,
3429,30112270,30112270,
3430,30112300,30112300,
3431,30112410,30112410,
3432,30112430,30112430,
3433,30112450,30112450,
3434,30112470,30112470,
3435,30112490,30112490,
3436,30113130,30113130,
3437,30113150,30113150,
3438,30113200,30113200,
3439,30113330,30113330,
3440,30113350,30113350,
3441,30114030,30114030,
3442,30114050,30114050,
3443,30115000,30115000,
3444,30119100,30119100,
3445,30119200,30119200,
3446,30121100,30121100,
3447,30121200,30121200,
3448,30121930,30121930,
3449,30121970,30121970,
3450,30201100,30201100,
3451,30201200,30201200,
3452,30201300,30201300,
3453,30202000,30202000,
3454,30203100,30203100,
3455,30203200,30203200,
3456,30203300,30203300,
3457,30204030,30204030,
3458,30204050,30204050,
3459,30204060,30204060,
3460,30209100,30209100,
3461,30301100,30301100,
3462,30301200,30301200,
3463,30301300,30301300,
3464,30301400,30301400,
3465,30301500,30301500,
3466,30301600,30301600,
3467,30302000,30302000,
3468,30303100,30303100,
3469,30303200,30303200,
3470,30303300,30303300,
3471,30303400,30303400,
3472,30304000,30304000,
3473,30305010,30305010,
3474,30305030,30305030,
3475,30305050,30305050,
3476,30305090,30305090,
3477,30306030,30306030,
3478,30306050,30306050,
3479,30306070,30306070,
3480,30911100,30911100,
3481,30911200,30911200,
3482,30911300,30911300,
3483,30912000,30912000,
3484,30913100,30913100,
3485,30913200,30913200,
3486,30921000,30921000,
3487,30922030,30922030,
3488,30922090,30922090,
3489,30923010,30923010,
3490,30923060,30923060,
3491,30923070,30923070,
3492,30924030,30924030,
3493,30924050,30924050,
3494,30991000,30991000,
3495,31001150,31001150,
3496,31001170,31001170,
3497,31001190,31001190,
3498,31001210,31001210,
3499,31001230,31001230,
3500,31001250,31001250,
3501,31001290,31001290,
3502,31001300,31001300,
3503,31001400,31001400,
3504,31002030,31002030,
3505,31002050,31002050,
3506,31002090,31002090,
3507,31011100,31011100,
3508,31011200,31011200,
3509,31011300,31011300,
3510,31021000,31021000,
3511,31031100,31031100,
3512,31031230,31031230,
3513,31031250,31031250,
3514,31031270,31031270,
3515,31031290,31031290,
3516,31091100,31091100,
3517,31091230,31091230,
3518,31091250,31091250,
3519,31091300,31091300,
3520,31091430,31091430,
3521,31091450,31091450,
3522,32111000,32111000,
3523,32121100,32121100,
3524,32121200,32121200,
3525,32121330,32121330,
3526,32121351,32121351,
3527,32121353,32121353,
3528,32121355,32121355,
3529,32121400,32121400,
3530,32131000,32131000,
3531,32201110,32201110,
3532,32201130,32201130,
3533,32201150,32201150,
3534,32201200,32201200,
3535,32201310,32201310,
3536,32201340,32201340,
3537,32201370,32201370,
3538,32201400,32201400,
3539,32201510,32201510,
3540,32201530,32201530,
3541,32201600,32201600,
3542,32202000,32202000,
3543,32301131,32301131,
3544,32301137,32301137,
3545,32301150,32301150,
3546,32301200,32301200,
3547,32301300,32301300,
3548,32301400,32301400,
3549,32301510,32301510,
3550,32301530,32301530,
3551,32301550,32301550,
3552,32301560,32301560,
3553,32301580,32301580,
3554,32301590,32301590,
3555,32301600,32301600,
3556,32401100,32401100,
3557,32401200,32401200,
